foodId,label,category,foodContentsLabel,image
food_blem815as6mharb25r6ada6grg2r,"Dietz & Watson Cheese Champagne Cheddar, 7.6 Oz",Packaged foods,Aged Cheddar Cheese; Milk; Cultures; Salt; Enzymes; Champagne; Trisodium Citrate; Champagne Flavor,https://www.edamam.com/food-img/e8e/e8eb889ee65151cbbf6a9cc2b1950801.jpg
food_bn1axekah1r7i7a8uckxxawnw0un,"JCS Soda Kola, Champagne, 12.0 Oz",Packaged foods,Carbonated Water; Sugar And/or Corn Sweeteners; Natural And Artificial Flavors; Citric Acid; Artificial Color; Including Fd&c Yellow 6; And Preserved With Sodium Benzoate,https://www.edamam.com/food-img/557/5577732f7ba6e1c097daa4101ab4784a.jpg
food_ah7py46acxs4phbucbs4harpzv19,"Cuzcatlan Cola Champagne, 20 fl Oz",Packaged foods,Carbonated Water; Sugar; And/or Corn Sweetener; Artificial Flavor; And Color; Includes Fd&c Yellow#6; Tartrazine; Citric Acid; Preserved With Sodium Benzoate,https://www.edamam.com/food-img/ddc/ddc4977e40b6c50206bc35d6e2a27750.png
food_b6nin1qb5qlp74aju6h6waaakf9r,"Wine Lover's Chocolate, Chocolate, Pair With Champagne",Packaged foods,PURE CANE SUGAR; FULL CREAM MILK; COCOA BUTTER; LACTOSE; SOYA LECITHIN; VANILLA BEANS,
food_br448akapbox4jbxsbgx4a9xrm89,"Stonewall Kitchen Jam Strawberry Champagne, 11.5 Oz",Packaged foods,Strawberries; Pure Cane Sugar; Champagne; Fruit Pectin; Citric Acid; Lemon Juice Concentrate; Gluten Free,
food_aegljacaq6n12ib4b6wg0bv29usj,"o Olive Oil Vinegar Champagne, 6.8 Oz",Packaged foods,California Champagne Wine Vinegar; Acidity; 6%; Gluten Free; Contains Naturally Occurring Sulfites,
food_a8e44cybw59ldgb4n0mtvbd35hna,"Cuisine Perel Strawberry Champagne Vinegar , 6.5 Oz",Packaged foods,Champagne Vinegar; Strawberry Juice; White Grape Juice; Cider Vinegar And Natural Flavors,https://www.edamam.com/food-img/89c/89c80d18e245c197f8385d73bcbf3818.jpg
food_abujilsaqfsxd4awiztz3b89g4yd,"Good-o, Diet Kola Champagne Soda",Packaged foods,CARBONATED WATER; CARAMEL COLOR; ARTIFICIAL FLAVOR; SODIUM BENZOATE (PRESERVATIVE); CITRIC ACID; SUCRALOSE. ,https://www.edamam.com/food-img/135/135f1969b552adc7cb51b7fbe54c0b95.jpg
food_acv4tm2bc4sspyaarvvt6ba3zxqr,"Jelly Belly Champagne Bubbles , 8.0 Oz",Packaged foods,Sugar; Corn Syrup; Corn Starch; K - Gelatin; Citrus Pectin; Sodium Citrate; Citric Acid; Tartaric Acid; Natural And Artificial Flavors; Color Added; Manufactured In A Plant That Processes Peanuts,https://www.edamam.com/food-img/472/472ea70deb1e407f862f4b9039874d53.jpg
food_b1alkdbbjqg6x8bjtfk1zab93ady,"Good-o Soda Champagne, 20.0 Oz",Packaged foods,Carbonated Water; Sugar And/or High Fructose Corn Syrup; Natural And Artificial Flavors; Caramel Color; Citric Acid; Sodium Benzoate; Preservative,https://www.edamam.com/food-img/5b0/5b08322208042f3eedf319a90fe133a8.jpg
food_as98wbua54pdpsb1mxk4ob2749u5,"India Kola Champagne Caribbean, 67.6 Oz",Packaged foods,Carbonated Water; High Fructose Corn Syrup; Natural And Artificial Flavors; Citric Acid; Preserved With Sodium Benzoate; And Artificial Color; Including Fd&c Yellow 5,https://www.edamam.com/food-img/d35/d3501095219a7e0d08e41f6f2769011c.jpg
food_b5xts7gawbqsrsbawtadxa3he7sv,"Modern Cocktail Toppers Champagne, 1.0 Ea",Packaged foods,Raspberry Topper; Water; Sugar; Citric Acid; Natural Flavors; Sodium Benzoate; Potassium Sorbate; Ester Gum; Red 40; Blue 1; Blood Orange Topper; Water; Sugar; Natural Flavors; Citric Acid; Sodium Benzoate; Potassium Sorbate; Ester Gum; Red 40; Blue 1; Grapefruit Topper; Water; Sugar; Natural Flavors; Citric Acid; Sodium Benzoate; Potassium Sorbate; Ester Gum; Brominated Soybean Oil; Red 40; Blue 1; Mandarin Orange Topper; Water; Sugar; Citric Acid; Natural Flavors; Sodium Benzoate; Potassium Sorbate; Yellow 6; Mango Topper; Water; Sugar; Natural Flavors; Citric Acid; Sodium Benzoate; Potassium Sorbate; Ester Gum; Yellow 6; Yellow 5; Red 40; Sugar Crystals; Sugar; Yellow 5; Yellow 6,https://www.edamam.com/food-img/b6e/b6e6078f765111752596945607f1afcd.jpg
food_bpqkkw8btuvkyrbemog4ea263ij4,"DC Kola Jamaican, Champagne, 2.0 Lt",Packaged foods,Triple Filtered Carbonated Water; High Fructose Corn Syrup; Natural And Artificial Flavors; Citric Acid; Sodium Benzoate; A Preservative; And Artificial Color; Fd&c Yellow No; 6,https://www.edamam.com/food-img/ed1/ed143cc85ee3626f1edb57e5791d617e.jpg
food_axg3ijjbl6lexta4jdxbrakb72dw,"JCS Soda Champagne Kola, 67.6 Oz",Packaged foods,Contains Carbonated Water; Sugar And/or Corn Sweeteners; Natural And Artificial Flavors; Citric Acid; Artificial Color; Including Fd&c Yellow 6; And Preserved With Sodium Benzoate; Contents Under Pressure; Cap May Blow Off Causing Eye Or Other Serious Injury; Point Away From Face And People; Especially While Opening,https://www.edamam.com/food-img/635/635072def925a98966cbc27582b18a4c.jpg
food_blbvsi8beusv7gbn5hzp5awt216r,"Jamaican Choice Kola Champagne , 12.0 Oz",Packaged foods,Carbonated Water; Sugar And/or Corn Sweeteners; Artificial Flavor; Artificial Color; Including Fd&c Yellow No; 6; Citric Acid; Sodium Benzoate; Preserves Product Freshness,https://www.edamam.com/food-img/c36/c364b470a8fb00c4ad217f90fa2b8de7.jpg
food_bfnvwcyakqlf57a5e6w37alesyqb,"Ginseng up Kola Champagne , 12.0 Oz",Packaged foods,Triple Filtered Carbonated Water; Cane Sugar; Citric Acid; Natural And Artificial Flavors; Artificial Color; Fd&c Yellow 6; Korean Ginseng Tea,https://www.edamam.com/food-img/ddc/ddc972c61c9d21cc25689cac68f5c685.jpg
food_ac38rr8a30zld4aj4jmira4gdc6d,"Cuzcatlan Cola Champagne, 12 fl Oz",Packaged foods,Carbonated Water; Sugar; And/or Corn Sweetener; Artificial Flavor And Color; Includes Fd&c Yellow #6; Tartrazine; Citric Acid; Preserved With Sodium Benzoate,https://www.edamam.com/food-img/7c4/7c47c837e4a5da2b00a1f9381cf3245f.png
food_btn06q5ae3s5pqb67kijhajkoqe3,"Good Housekeeping Vinaigrette Champagne Basil, 11.85 Oz",Packaged foods,Water; Grapeseed Oil; Champagne Vinegar; Contains Sulfites; Chardonnay Wine; Contains Sulfites; Sugar; Salt; Spices; Dijon Mustard; Distilled Vinegar; Water; Mustard Seed; Salt; White Wine; Citric Acid; Turmeric; Spices; Garlic; Xanthan Gum; Contains Sulfites,https://www.edamam.com/food-img/adf/adf980332277a231ce8cb3214fcf8fe6.jpg
food_awlra8hbgjnlbrb0b9q22alcjs9e,"Fairway Dark Chocolate Strawberry Champagne, 3.0 Oz",Packaged foods,Dark Chocolate; Cocoa Mass; Sugar; Cocoa Butter; Soy Lecithin; Emulsifier; And Natural Vanilla Extract; Dried Strawberry Bits; Champagne Flavor; Natural Champagne Extract; Soy Lecithin; Imitation Rum Oil; Propylene Glycol And Artificial Flavors; Artificial Strawberry Flavor; Contains; Soy; May Contain Milk; Wheat; Peanuts; And Tree Nuts,
food_akxegx5af3k0rzaiexqyaadqyih6,Haus Barhyte Champagne & Honey Mustard 9 Oz,Packaged foods,Water; Mustard Seed; Honey; White Distilled Vinegar; Enriched Wheat Flour; Thiamine Mononitrate; Riboflavin; Niacin; Reduced Iron; Folic Acid; White Wine; Contains Sulfites; Sugar; Mustard Flour; Lemon Juice; Salt; Champagne; Contains Sulfites; Garlic; Citric Acid; Xanthan Gum; Spices,https://www.edamam.com/food-img/5ba/5bacc455320a5fc601e812aa1d97fee8.jpg
food_adxog0nak90dffa8xlln1b33a60r,"Pink Champagne & Milk Chocolate Swirl Silky Smooth Promises Hearts, Pink Champagne & Milk Chocolate Swirl",Packaged foods,MILK CHOCOLATE (SUGAR; COCOA BUTTER; SKIM MILK; CHOCOLATE; MILKFAT; LACTOSE; SOY LECITHIN; ARTIFICIAL FLAVORS); SUGAR; COCOA BUTTER; SKIM MILK; MILKFAT; SOY LECITHIN; NATURAL FLAVORS; SALT; PGPR; COLORING (RED 40 LAKE; BLUE 2 LAKE).,
food_bllmbjmathf35pank0ms9b102mfc,The Silver Palate Salad Splash Champagne Honey Mustard,Packaged foods,EXPELLER PRESSED CANOLA OIL; WATER; CHAMPAGNE VINEGAR; HONEY DIJON MUSTARD(DISTILLED VINEGAR; WATER; MUSTARD SEED; WHITE WINE; SALT; CITRIC ACID; SPICES); SUGAR; YELLOW MUSTARD; SALT; GARLIC; BLACK PEPPER; XANTHAN GUM. NUTMEG; CLOVES.,https://www.edamam.com/food-img/299/299169014aae3b4bea8bac26ae05daf1.png
food_afgtfvlbdni93wbvmf5pya8mlp3l,"MacKays Marmalade Orange With Champagne 12 oz, 6.0 Pk",Packaged foods,Cane Sugar; Thin Cut Sweet Oranges; Lemon Juice; Fruit Pectin; Champagne; Marc De Champagne; Produced In A Factory That Processes Eggs And Butter,
food_bwv09gbakq30r7alh5ccjbisle8l,MacKays Marmalade - Orange With Champagne 12 oz 6 Pk,Packaged foods,Cane Sugar; Thin Cut Sweet Oranges; Lemon Juice; Fruit Pectin; Champagne; Marc De Champagne; Produced In A Factory That Processes Eggs And Butter,
food_b11fc3rainvp1va4v7swqb1za16t,"Vineyard Pantry Champagne Vinegar Lemon Ginger, 8.45 Oz",Packaged foods,Champagne Vinegar; 10% Acidity; Contains Sulfites; Water; Sugar; Lemon Juice Concentrate; Natural Flavor; Contains Sulfites,https://www.edamam.com/food-img/763/763f951924d63b06c47b1729876a1920.jpg
food_b0ft83gax2ub8daaf5qrbbl3ivg0,"Simplify Salad Dressing Champagne Honey Mustard, 64.0 Oz",Packaged foods,Canola Oil; Apple Cider Vinegar; Champagne; Pure Cane Sugar; Mustard; Honey; Onion; Celery Seeds; Salt; Spices,https://www.edamam.com/food-img/860/86067cacc037ba49268561c331e59c31.jpg
food_alyaaezakzq8v4a41uw3tblqff6m,"Dietz & Watson, Champagne Dill Mustard Deli Complements, Mustard",Packaged foods,WATER; MUSTARD SEED; DISTILLED VINEGAR; SALT; WHITE WINE; CHAMPAGNE; DILL WEED; CITRIC ACID; TARTARIC ACID; AND SPICES.,
food_ajmol3wa7rxn9war4cllvazcnvva,"Simplify Salad Dressing Champagne Celery Seed, 13.0 Oz",Packaged foods,All - Natural Ingredients; Canola Oil; Apple Cider Vinegar; Champagne; Pure Cane Sugar; Mustard; Honey; Onion; Celery Seeds; Salt; Spices,https://www.edamam.com/food-img/43c/43c641737bba6cc7c5fca79e912d5b9c.jpg
food_bzxoufvajmfjo7acbf0goa9z0rck,"JCS Syrup Kola Champagne Flavored, 25.5 Oz",Packaged foods,Cane Sugar; Water; Approved Artificial And Natural Flavors; Citric Acid; Fd&c Yellow 6; Less 0; 01% Sodium Benzoate; Preservative,
food_blqvmneblt4g37b105if0aw6ehb1,"Russell Stover Chocolates Champagne Flavored, 3.7 Oz",Packaged foods,Ingredients Consist Of Chocolate; Sugar; Chocolate; Chocolate Processed With Alkali; Cocoa Butter; Whole Milk; Milk Fat; Soy Lecithin; An Emulsifier; Vanillin; An Artificial Flavor; Corn Syrup; Sugar; Condensed Milk; Dairy Cream; Brown Sugar; Palm Kernel Oil; Coconut With Sodium Metabisulfite; To Promote Color Retention; Invert Sugar; Whole Milk; Nonfat Milk Solids; Molasses; Cherries; Cherries; Corn Syrup; Water; Sugar; Citric Acid; Sodium Benzoate And Potassium Sorbate; Preservatives; Sulfur Dioxide; To Promote Color Retention; Fd&c Red 40; Almonds; Peanut Butter; Dry Roasted Peanuts; Hydrogenated Cottonseed/rapeseed Oil; Soy Oil; Salt; Walnuts; Cocoa Processed With Potassium Carbonate; Confectioner's Glaze; Butter; Sorbitol; Salt; Cocoa Powder; White Chocolate; Sugar; Cocoa Butter; Whole Milk; Soy Lecithin; An Emulsifier; Artificial Flavor; Salt; Raisins; Natural And Artificial Flavors; Honey; Egg Albumen; Apricots With Sulfur Dioxide; To Promote Color Retention; Pecans; Maple Sugar; Soy Lecithin; An Emulsifier; Spice; Invertase; An Enzyme; Tapioca Flour; Potassium Sorbate And Sodium Benzoate; Preservatives; Fd&c Colors; Red 40; Yellow 5 & 6; Blue 1; And Tocopherols; A Natural Antioxidant; May Contain Tree Nuts And Wheat,
food_ak005iba01mi31bkjpuwwannepnc,"Sak Pase Soda Champagne Cola, 67.6 Oz",Packaged foods,Contains; Carbonated Water; High Fructose Corn Syrup And/or Sugars; Natural And Artificial Flavors; Citric Acid; Sodium Benzoate; To Protect Taste; Artificial Color Including Fd&c Yellow 6,
food_azzc6mfaobpujobpjlm9ib0qjy94,"Sak Pase Soda Champagne Cola, 12.0 Oz",Packaged foods,Contains; Carbonated Water; Sugar And/or Corn Sweeteners; Natural And Artificial Flavors; Citric Acid; Artificial Color; Including Fd&c Yellow 6; And Preserved With Sodium Benzoate,
food_aktmupsa464js8bqf5ymcb86wjlw,"DG Soda Jamaican, Kola Champagne, 12.0 Oz",Packaged foods,Triple Filtered Carbonated Water; High Fructose Corn Syrup; Natural And Artificial Flavors; Citric Acid; Sodium Benzoate; A Preservative; And Artificial Color; Fd&c Yellow No; 6,https://www.edamam.com/food-img/1f0/1f067fcd35694c279d3fe951318322cc.jpg
food_brkkf6cbwdhx0dbhzh7vxa9r90xj,"Grace Syrup Flavored, Kola Champagne, 25.5 Oz",Packaged foods,Sugar; Water; Approved Natural And Artificial Flavors; Citric Acid; Acidulant; Fd&c Yellow 5; Fd&c Yellow 6; 0; 1% Sodium Benzoate; As Preservative,https://www.edamam.com/food-img/69c/69cd5ecc4b36a0eed5cdecc06a8d39ec.jpg
food_bixy7s5bpwks3zaurz6mgbqxlxsg,"Howe Candy Champagne Mix, the Original, 16.0 Oz",Packaged foods,Strawberry Buds Filled; Sugar; Corn Syrup; Citric Acid; Artificial Flavor; Gelatin; Salt And Artificial Color; Fd&c Red 40; Assorted Filled Candy; Sugar; Corn Syrup; Citric Acid; Artificial And Natural Flavors; Gelatin; Salt And Artificial Colors; Fd&c Red 40; Yellow 6; Yellow 5; Peppermint Starlights; Sugar; Corn Syrup; Natural Peppermint Oil; Titanium Dioxide; For Color; Fd&c Red 40; Butterscotch Disk; Sugar; Corn Syrup; Salt; Artificial Flavor; Fd&c Yellow 5; Yellow 6; Red 40; Blue 1; Fruit Discs; Sugar; Corn Syrup; Citric Acid; Natural And Artificial Flavors; Artificial Colors Including; Yellow 6; Yellow 5; Red 40; Blue 1 And Red 3; Allergy; This Product Was Packaged In A Facility That May Also Process Peanuts; Tree Nuts; Milk Products; Soy; Wheat; And Eggs,https://www.edamam.com/food-img/04b/04b536b76d1f99fef6786f5b34e57e55.png
food_bo8toq7b1egykeaw08o0ha6f0877,"Simplify Salad Dressing Champagne Celery Seed, 64.0 Oz",Packaged foods,Canola Oil; Champagne; Pure Cane Sugar; Apple Cider Vinegar; Honey; Salt; Mustard; Onion; Spices,https://www.edamam.com/food-img/a70/a7080b64ee0d892a82b602bdc8dbdc37.jpg
food_bo72vr5amtgngrbicqipjb7k3sim,"Vineyard Pantry Champagne Vinegar Peach Vanilla, 8.45 Oz",Packaged foods,Champagne Vinegar; 10% Acidity; Contains Sulfites; Water; Peach Juice Concentrate; Sugar; Vanilla Extract; Natural Flavor,https://www.edamam.com/food-img/4fe/4fe27b607257276aeea4ce80e802903d.jpg
food_a3wbaf0bul7oqib3je6yyai2rgfg,"Simplify Salad Dressing Champagne Honey Mustard, 13.0 Oz",Packaged foods,All - Natural Ingredients; Canola Oil; Champagne; Pure Cane Sugar; Apple Cider Vinegar; Honey Salt; Mustard; Onion; Spices,https://www.edamam.com/food-img/eef/eef78e6072a98f7b1b6379cb4c4ab1b8.jpg
food_asih0hebyle35qbu2kfunbg9jcce,"d.l.Jardine's, Texas Champagne Hot Sauce, Hot, Hot",Packaged foods,RED PEPPERS; VINEGAR; SALT AND XANTHAN GUM,https://www.edamam.com/food-img/d74/d74546598a3976f7f0b6e97e5f3466f4.jpg
food_a1yfk09a6e29a4bs7vpmobe0d3yf,"Ambassador Kola Champagne Colombian Style, 67.6 Oz",Packaged foods,Purified Carbonated Water; Sugar; Fructose; Natural And Artificial Flavors; Artificially Colored; Contains Fd & C Yellow 5; Citric Acid And Less Than 1/10 Of 1% Sodium Benzoate As A Preservative,
food_bk49ed4bwkdy2rbfr3hqnb13vxfy,"One & Only Salad Dressings Champagne, 12.0 Oz",Packaged foods,Non - Gmo Canola Oil; Organic White Wine Vinegar; Organic Lemon Juice Concentrate; Organic Sugar; Organic Cracked Pepper; Organic Garlic Powder; Gluten Free,
food_bves7roa12vc0ha1mm7jhb2ltchj,"Girard's Dressing Champagne 12 oz, 6.0 Pk",Packaged foods,Soybean Oil; White Wine; Preserved With Sulfites; Water; White Wine Vinegar; Salt; Sugar; Spices; Including Mustard Seed; Monosodium Glutamate; Garlic*; Onion*; Xanthan Gum; Molasses; Calcium Disodium Edta Added To Protect Flavor; Vinegar; Corn Syrup; Caramel Color; Chives*; Tamarind; Natural Flavor; *dehydrated,
food_b4q5e58bkxuiknbhdbwtbaetgee4,Wegmans Pain de Champagne Rolls 13 Oz,Packaged foods,Wheat Flour Enriched; Flour Unbleached Unbromated; Barley Malted Flour; Niacin; Iron Reduced; Thiamine Mononitrate; Vitamin B1; Riboflavin; Vitamin B2; Folic Acid; Vitamin Ab; Water; Rye Flour; Olive Oil Extra Virgin Contains 2% Or Less Of The Following; Salt Sea; Yeast; Sour Culture; Water; Wheat Flour Enriched; Flour Unbleached Unbromated; Barley Malted Flour; Niacin; Iron Reduced; Thiamine Mononitrate; Vitamin B1; Riboflavin; Vitamin B2; Folic Acid; Vitamin Ab; Yeast; Barley Malted; Corn Grits; Soy Lecithin,https://www.edamam.com/food-img/386/386b6839a3b8a256f0fe1fe128d8432f.jpg
food_b010nonbu4bibuacaz0d0atzzlwi,"Rose & Ivy Wine Jelly Champagne, 8.0 Oz",Packaged foods,Wine; Sugar; Fruit Pectin,https://www.edamam.com/food-img/611/611b3d0ab82a06b84691bc33f8e11d5f.jpg
food_bbuzxx9aajq64nb2kqpdxb37lu2x,"Madame Gougousse Kola Fruit Champagne, 2.1 Qt",Packaged foods,Carbonated Treated Water; High Fructose Corn Syrup; Citric Acid; Sodium Benzoate; A Preservative; Natural And Artificial Flavors; And Yellow 6,https://www.edamam.com/food-img/3da/3da91e0ee7fa5cd355ec60ff9b38822b.jpg
food_a0qk5e7a3wa4hpbh7e91wb7nmw0b,"Briannas Vinaigrette Champagne Caper 12 oz, 6.0 Pk",Packaged foods,Canola Oil; Honey; Champagne Vinegar; Water; Dijon Mustard; Vinegar; Water; Mustard Seed; Salt; White Wine; Citric Acid; Tartaric Acid Spices; Rice; Wine Vinegar; Crushed Capers; Capers; Water; Vinegar; Salt; Concentrated Grape Juice; Garlic Puree; Garlic; Citric Acid; Salt; Spices; Mixed Tocopherols; Natural Antioxidant - - Vitamin E,
food_a6v5g65a6gw0uia6l95phali8nso,Briannas Vinaigrette Champagne Caper 12 oz 6 Pk,Packaged foods,Canola Oil; Honey; Champagne Vinegar; Water; Dijon Mustard; Vinegar; Water; Mustard Seed; Salt; White Wine; Citric Acid; Tartaric Acid Spices; Rice; Wine Vinegar; Crushed Capers; Capers; Water; Vinegar; Salt; Concentrated Grape Juice; Garlic Puree; Garlic; Citric Acid; Salt; Spices; Mixed Tocopherols; Natural Antioxidant - - Vitamin E,https://www.edamam.com/food-img/67e/67e4e4f297c70711ae241579a56bc9d4.jpg
food_akq2ma5bxwcbofant9v02aq2hpwd,"Bernstein\'s Dressing & Marinade Raspberry Champagne, 14.0 Oz",Packaged foods,Water; Soybean And/or Canola Oil; Red Wine Vinegar; Contains Sulfites; Sugar; Vinegar; Champagne Cooking Wine; Contains Sulfites; Raspberry Juice Concentrate; Contains 2% Or Less Of Salt; Dehydrated Onion; Dehydrated Garlic; Natural Raspberry Flavor; Potassium Sorbate And Sodium Benzoate; Preservatives; Xanthan Gum; Spices; Molasses; Corn Syrup; Caramel Color; Calcium Disodium Edta; To Protect Flavor; Natural Flavors,https://www.edamam.com/food-img/bce/bcea901ab24315be28a335f6f7373ec5.jpg
food_bq7buzeafk7gmuarvno4xa51l5hw,Tesco Finest Marc de Champagne Truffles 140 g,Packaged foods,White Chocolate; 42%; Milk Chocolate; 21%; Sugar; Cream; Milk; Cocoa Butter; Dried Whole Milk; Marc De Champagne; 2; 5%; Whey Concentrate; Milk; Milk Proteins; Icing Sugar; Emulsifier; Soya Lecithins; Flavouring; White Chocolate Contains; Sugar; Cocoa Butter; Dried Whole Milk; Dried Skimmed Milk; Emulsifier; Soya Lecithins; Natural Vanilla Flavouring; Milk Chocolate Contains; Sugar; Cocoa Butter; Dried Whole Milk; Cocoa Mass; Dried Skimmed Milk; Emulsifier; Soya Lecithins; Natural Vanilla Flavouring; Milk Chocolate Contains; Cocoa Solids 30% Minimum; Milk Solids 20% Minimum,https://www.edamam.com/food-img/1d4/1d4a1916c41c7ca66fca36cd237887c3.jpg
food_a0oebljbt1uy63abfxf5tbn24354,"Grants of Scotland Marmalade Luxury, With Champagne, Christmas Orange, 12.0 Oz",Packaged foods,Cane Sugar; Thin Cut Sweet Oranges; Lemon Juice; Fruit Pectin; Champagne; Marc De Champagne,https://www.edamam.com/food-img/f75/f75cade7e610f1cd68e6af1310b5b593.jpg
food_buj7pkga0zqqeabgeq808b6ajv2j,"o Organics Salad Dressing Champagne Vinaigrette, 12.0 Oz",Packaged foods,Water; Expeller Pressed Soybean Oil; Organic; Invert Syrup; Organic; Extra Virgin Olive Oil; Organic; Champagne Vinegar; Organic; Dijon Mustard; Organic; Grain Vinegar; Organic; Water; Mustard Seed; Organic; Salt; Spices; Organic; Non Fat Dry Milk; Organic; Salt; Lemon Juice Concentrate; Organic; Xanthan Gum; Spice; Organic; Natural Flavor; Organic; Contains; Soy; Milk,https://www.edamam.com/food-img/fd6/fd6aaa44b3c5198d73858791f3bba43a.jpg
food_br0a85fbkfi0m0bmrbqaobra0dki,"MacKays Preserves Scottish Strawberry With Champagne 12 oz, 6.0 Pk",Packaged foods,Sugar; Strawberries; Champagne; With Marc De Champagne; Gelling Agent; Fruit Pectin; Acidity Regulator; Citric Acid; Produced In A Factory That Processes Eggs And Butter,https://www.edamam.com/food-img/2ac/2acc36d0b42780d55148640724d9b605.jpg
food_ag340v0brxhtd6akwkiz4b72e88e,"Rose & Ivy Salad Dressing Champagne Honey Mustard, 13.0 Oz",Packaged foods,Canola Oil; Champagne; Sugar; Apple Cider Vinegar; Honey; Salt; Onion; Spices,https://www.edamam.com/food-img/313/313f628ecfb4b50123e8edc1577a4c16.jpg
food_adgsmt4agbxqp5ar482niaxprs6k,Tesco Finest Chocolate Truffle & Champagne Profiteroles 140 g,Packaged foods,Stabilised Cream; Pasteurised Free Range Egg; Milk; Wheat Flour; Wheat Flour; Calcium Carbonate; Iron; Niacin; Thiamin; Swiss Milk Chocolate; 7%; Swiss Dark Chocolate; 7%; Sugar; Belgian Milk Chocolate; 5%; Belgian Dark Chocolate; 5%; Partially Inverted Refiners Syrup; Rapeseed Oil; Palm Oil; Pasteurised Free Range Egg Yolk; Champagne; 1%; Evaporated Milk; Butter; Milk; Cocoa Butter; Palm Kernel Oil; Coconut Oil; Dried Whole Milk; Cocoa Mass; Stabilisers; Pectin; Xanthan Gum; Agar; Disodium Diphosphate; Whey Powder; Milk; Fat Reduced Cocoa Powder; Milk Sugar; Emulsifiers; Mono - And Di - Glycerides Of Fatty Acids; Soya Lecithins; Glucose; Flavouring; Dried Glucose Syrup; Dried Skimmed Milk; Concentrated Lemon Juice; Colours; Titanium Dioxide; Iron Oxide; Stabilised Cream Contains; Cream; Milk; Dextrose; Milk Proteins; Stabilisers; Pectin; Sugar; Swiss Milk Chocolate Contains; Sugar; Cocoa Butter; Dried Whole Milk; Cocoa Mass; Milk Sugar; Dried Skimmed Milk; Flavouring; Barley Malt Extract; Emulsifier; Soya Lecithins; Swiss Dark Chocolate Contains; Sugar; Cocoa Mass; Cocoa Butter; Anhydrous Milk Fat; Emulsifier; Soya Lecithins; Flavouring; Belgian Milk Chocolate Contains; Sugar; Dried Whole Milk; Cocoa Butter; Cocoa Mass; Emulsifiers; Soya Lecithins; Flavouring; Belgian Dark Chocolate Contains; Cocoa Mass; Sugar; Emulsifiers; Soya Lecithins; Flavouring,https://www.edamam.com/food-img/80a/80adb4e494c294fbe3ea55df96eefbb6.jpg
food_bo45vu3bx1iy6wbfmuchlarhhf20,Robert Rothschild Farm Champagne Garlic Honey Mustard Pretezel Dip,Packaged foods,SUGAR; MUSTARD SEEDS; VINEGAR; WATER; HONEY; GARLIC; SALT; RASPBERRIES; SPICES; TURMERIC; CHAMPAGNE.,https://www.edamam.com/food-img/cce/ccedcf7eab39db6043fb93b478eb0df6.png
food_akln28tao6bn1jajsgqy7as3njgv,"Paula Deen Vinaigrette Dressing Light, Strawberry Champagne, 9.0 Oz",Packaged foods,Water; Strawberries; Pure Cane Sugar; Maltodextrin; Champagne Vinegar; Champagne; Lemon Juice From Concentrate; Natural Flavor; Xanthan Gum; Ascorbic Acid And Fruit And Vegetable Juice; For Color; Gluten Free; Safety Button Pops Up When Seal Is Broken,https://www.edamam.com/food-img/003/0036c6df60de3a4cbef392754f127eac.jpg
food_ak5oc26bx0lx0tbyzlfezb3z36a6,"Trois Petits Cochons Pate de Champagne , 8.0 Oz",Packaged foods,Pork; Pork Liver; Onions; Salt; Spices; Garlic; Parsley; Aspic; Water; Kosher Gelatin; Cognac; Glucono Delta Lactone; Salt; Concentrated Mushroom Juice; Lemon Powder; Onion Powder; Vinegar; White Pepper; Spices,https://www.edamam.com/food-img/760/7607c30058ef74dc312a05914ecc0b8a.jpg
food_a2ecjdbaulq355b27rwgva2s5mto,"Cuisine Perel Vinegar Strawberry Champagne 6.5 oz, 6.0 Pk",Packaged foods,Champagne Vinegar; Strawberry Juice; White Grape Juice; Cider Vinegar And Natural Flavors; Contains Sulfites,
food_bk0akkobat4arxbx07fknazw9uv5,Cuisine Perel Vinegar Strawberry Champagne 6.5 oz 6 Pk,Packaged foods,Champagne Vinegar; Strawberry Juice; White Grape Juice; Cider Vinegar And Natural Flavors Contains Sulfites,https://www.edamam.com/food-img/632/632995ed504e126609ad43317931cc53.jpg
food_butb0m8b0fru5xa6eyz5wbw2if19,"Anthon Berg Chocolate Covered Marzipan Strawberry in Champagne, 8.0 Ea",Packaged foods,Sugar; Chocolate Liquor; Almonds; Apricot Kernels; Glucose Syrup; Strawberries; Champagne; White Wine; Ethyl Alcohol; Cocoa Butter; Milk Fat; Food Starch - Modified; Artificial Flavor; Rapeseed Lecithin; Citric Acid; Acidifier; Sorbic Acid; Preservative; Minimum 50% Cocoa Solids In The Chocolate; Contains Almonds And Milk; May Contain Traces Of Other Tree Nuts,
food_am5o5fnaezeqscbdl5jdzbt5tner,"Good-o, Champagne Soda, Golden Kola, Golden Kola",Packaged foods,CARBONATED WATER; SUGAR AND/OR HIGH FRUCTOSE CORN SYRUP; ARTIFICIAL FLAVOR; SODIUM BENZOATE (PRESERVATIVE); CITRIC ACID; FD&C YELLOW #6 AND FD&C YELLOW #5 (ARTIFICIAL COLORS),
